,state,year,education_level,education_code,number_of_births,avg_mother_age,avg_birth_weight_grams,ref_year,enrolled,total_revenue,federal_revenue,state_revenue,local_revenue,total_expenditure,instruction_expenditure,support_services_expenditure,other_expenditure,capital_outlay_expenditure,total_expenditure_per_student,instruction_expenditure_per_student,support_expenditure_per_student,7yr_avg_total_per_student,7yr_avg_instruction_per_student,7yr_avg_support_per_student
864,Kansas,2016,Unknown or Not Stated,-9,110,28,3236.2,2002,470204.0,3823261,282329,2281992,1258940,3690815,1958937,1195259,166405.0,231630,7.849390902672032,4.166142780580344,2.5420009187501593,7.782832594348614,4.049293403167837,2.4836850673000788
865,Kansas,2016,8th grade or less,1,1138,29,3281.35,2000,469377.0,3518271,221530,2201788,1094953,3327090,1661540,1092448,209338.0,206141,7.088310675640264,3.5398837182051954,2.3274425461835584,7.172884007928592,3.6583427115559517,2.3288625923674147
866,Kansas,2016,9th through 12th grade with no diploma,2,3627,24,3209.15,2007,468974.0,5038100,346441,2889107,1802552,4823931,2602503,1418802,199749.0,427238,10.286137397808833,5.549354548439785,3.025331894731904,10.426526949958898,5.412829913888574,3.014273139318773
867,Kansas,2016,High school graduate or GED completed,3,8625,26,3247.3,2006,467279.0,4648920,340728,2640757,1667435,4439000,2378494,1345794,191458.0,358866,9.499677922611545,5.09009392675468,2.8800652286963464,9.774551648337802,5.181141222066435,2.914218533751966
868,Kansas,2016,"Some college credit, but not a degree",4,8151,27,3306.65,2005,468481.0,4223632,356865,2360120,1506647,4076597,2174402,1257432,183824.0,308365,8.701733901695052,4.641387804414693,2.684061893652037,9.126215863892845,4.900809997803122,2.7980533291421716
869,Kansas,2016,"Associate degree (AA, AS)",5,3605,29,3340.3999999999996,2003,470264.0,4068800,311152,2397661,1359987,3818740,2068389,1196089,167265.0,235653,8.120417467635201,4.398357093037102,2.543441556232244,8.16986552302683,4.292710026451809,2.58156545972765
870,Kansas,2016,"Bachelor's degree (BA, AB, BS)",6,8547,31,3390.75,2001,468347.0,3681845,238960,2253677,1189208,3491029,1721113,1159966,220701.0,209716,7.453936931377803,3.6748671391083962,2.476723455045084,7.480163225195818,3.8543328954049705,2.408893468850881
871,Kansas,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3330,32,3375.0,2000,469377.0,3518271,221530,2201788,1094953,3327090,1661540,1092448,209338.0,206141,7.088310675640264,3.5398837182051954,2.3274425461835584,7.172884007928592,3.6583427115559517,2.3288625923674147
872,Kansas,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,920,33,3340.35,1999,469758.0,3390596,201872,2093218,1095506,3189867,1590684,1031073,204037.0,218426,6.790447421864023,3.386177563766876,2.194902481703345,6.9408098781218746,3.482969771090584,2.2452979183636397
873,Kansas,2017,Unknown or Not Stated,-9,115,29,3185.3,2002,470204.0,3823261,282329,2281992,1258940,3690815,1958937,1195259,166405.0,231630,7.849390902672032,4.166142780580344,2.5420009187501593,7.782832594348614,4.049293403167837,2.4836850673000788
874,Kansas,2017,8th grade or less,1,1047,29,3276.5,2001,468347.0,3681845,238960,2253677,1189208,3491029,1721113,1159966,220701.0,209716,7.453936931377803,3.6748671391083962,2.476723455045084,7.480163225195818,3.8543328954049705,2.408893468850881
875,Kansas,2017,9th through 12th grade with no diploma,2,3285,25,3192.8500000000004,2007,468974.0,5038100,346441,2889107,1802552,4823931,2602503,1418802,199749.0,427238,10.286137397808833,5.549354548439785,3.025331894731904,10.426526949958898,5.412829913888574,3.014273139318773
876,Kansas,2017,High school graduate or GED completed,3,8695,26,3229.7,2007,468974.0,5038100,346441,2889107,1802552,4823931,2602503,1418802,199749.0,427238,10.286137397808833,5.549354548439785,3.025331894731904,10.426526949958898,5.412829913888574,3.014273139318773
877,Kansas,2017,"Some college credit, but not a degree",4,7665,27,3283.3500000000004,2006,467279.0,4648920,340728,2640757,1667435,4439000,2378494,1345794,191458.0,358866,9.499677922611545,5.09009392675468,2.8800652286963464,9.774551648337802,5.181141222066435,2.914218533751966
878,Kansas,2017,"Associate degree (AA, AS)",5,3478,29,3334.95,2004,469824.0,4377709,339550,2250069,1788090,3982036,2132173,1229634,174522.0,286696,8.475590859555918,4.538237723062253,2.6172226195341235,8.626697911908055,4.579777287913894,2.6812639380917
879,Kansas,2017,"Bachelor's degree (BA, AB, BS)",6,8172,31,3388.15,2002,470204.0,3823261,282329,2281992,1258940,3690815,1958937,1195259,166405.0,231630,7.849390902672032,4.166142780580344,2.5420009187501593,7.782832594348614,4.049293403167837,2.4836850673000788
880,Kansas,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3188,32,3361.05,2001,468347.0,3681845,238960,2253677,1189208,3491029,1721113,1159966,220701.0,209716,7.453936931377803,3.6748671391083962,2.476723455045084,7.480163225195818,3.8543328954049705,2.408893468850881
881,Kansas,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,874,33,3347.7,2000,469377.0,3518271,221530,2201788,1094953,3327090,1661540,1092448,209338.0,206141,7.088310675640264,3.5398837182051954,2.3274425461835584,7.172884007928592,3.6583427115559517,2.3288625923674147
882,Kansas,2018,Unknown or Not Stated,-9,134,29,3308.7,2003,470264.0,4068800,311152,2397661,1359987,3818740,2068389,1196089,167265.0,235653,8.120417467635201,4.398357093037102,2.543441556232244,8.16986552302683,4.292710026451809,2.58156545972765
883,Kansas,2018,8th grade or less,1,1029,29,3315.45,2002,470204.0,3823261,282329,2281992,1258940,3690815,1958937,1195259,166405.0,231630,7.849390902672032,4.166142780580344,2.5420009187501593,7.782832594348614,4.049293403167837,2.4836850673000788
884,Kansas,2018,9th through 12th grade with no diploma,2,3199,24,3164.6499999999996,2009,470445.0,5615208,378810,3291485,1944913,5827751,2883104,1578417,223951.0,958961,12.387741393786733,6.128461350423535,3.3551573510187165,11.30048759817507,5.805441636809469,3.17184347185426
885,Kansas,2018,High school graduate or GED completed,3,8832,26,3235.95,2008,467743.0,5378095,344198,3138799,1895098,5122049,2770019,1540862,213301.0,428160,10.950562595271334,5.922096108332995,3.29424919239839,10.891492511203879,5.60497609079986,3.093407180230941
886,Kansas,2018,"Some college credit, but not a degree",4,7350,27,3290.25,2007,468974.0,5038100,346441,2889107,1802552,4823931,2602503,1418802,199749.0,427238,10.286137397808833,5.549354548439785,3.025331894731904,10.426526949958898,5.412829913888574,3.014273139318773
887,Kansas,2018,"Associate degree (AA, AS)",5,3486,29,3321.7,2005,468481.0,4223632,356865,2360120,1506647,4076597,2174402,1257432,183824.0,308365,8.701733901695052,4.641387804414693,2.684061893652037,9.126215863892845,4.900809997803122,2.7980533291421716
888,Kansas,2018,"Bachelor's degree (BA, AB, BS)",6,8249,31,3373.8,2003,470264.0,4068800,311152,2397661,1359987,3818740,2068389,1196089,167265.0,235653,8.120417467635201,4.398357093037102,2.543441556232244,8.16986552302683,4.292710026451809,2.58156545972765
889,Kansas,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3096,32,3387.25,2002,470204.0,3823261,282329,2281992,1258940,3690815,1958937,1195259,166405.0,231630,7.849390902672032,4.166142780580344,2.5420009187501593,7.782832594348614,4.049293403167837,2.4836850673000788
890,Kansas,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,886,33,3366.2,2001,468347.0,3681845,238960,2253677,1189208,3491029,1721113,1159966,220701.0,209716,7.453936931377803,3.6748671391083962,2.476723455045084,7.480163225195818,3.8543328954049705,2.408893468850881
891,Kansas,2019,Unknown or Not Stated,-9,159,29,3279.6499999999996,2004,469824.0,4377709,339550,2250069,1788090,3982036,2132173,1229634,174522.0,286696,8.475590859555918,4.538237723062253,2.6172226195341235,8.626697911908055,4.579777287913894,2.6812639380917
892,Kansas,2019,8th grade or less,1,1078,29,3245.3,2003,470264.0,4068800,311152,2397661,1359987,3818740,2068389,1196089,167265.0,235653,8.120417467635201,4.398357093037102,2.543441556232244,8.16986552302683,4.292710026451809,2.58156545972765
893,Kansas,2019,9th through 12th grade with no diploma,2,2984,25,3170.05,2009,470445.0,5615208,378810,3291485,1944913,5827751,2883104,1578417,223951.0,958961,12.387741393786733,6.128461350423535,3.3551573510187165,11.30048759817507,5.805441636809469,3.17184347185426
894,Kansas,2019,High school graduate or GED completed,3,8551,26,3214.6499999999996,2009,470445.0,5615208,378810,3291485,1944913,5827751,2883104,1578417,223951.0,958961,12.387741393786733,6.128461350423535,3.3551573510187165,11.30048759817507,5.805441636809469,3.17184347185426
895,Kansas,2019,"Some college credit, but not a degree",4,7079,27,3274.0,2008,467743.0,5378095,344198,3138799,1895098,5122049,2770019,1540862,213301.0,428160,10.950562595271334,5.922096108332995,3.29424919239839,10.891492511203879,5.60497609079986,3.093407180230941
896,Kansas,2019,"Associate degree (AA, AS)",5,3386,29,3312.55,2006,467279.0,4648920,340728,2640757,1667435,4439000,2378494,1345794,191458.0,358866,9.499677922611545,5.09009392675468,2.8800652286963464,9.774551648337802,5.181141222066435,2.914218533751966
897,Kansas,2019,"Bachelor's degree (BA, AB, BS)",6,8008,31,3379.05,2004,469824.0,4377709,339550,2250069,1788090,3982036,2132173,1229634,174522.0,286696,8.475590859555918,4.538237723062253,2.6172226195341235,8.626697911908055,4.579777287913894,2.6812639380917
898,Kansas,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3243,32,3360.3,2003,470264.0,4068800,311152,2397661,1359987,3818740,2068389,1196089,167265.0,235653,8.120417467635201,4.398357093037102,2.543441556232244,8.16986552302683,4.292710026451809,2.58156545972765
899,Kansas,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,907,33,3335.7,2002,470204.0,3823261,282329,2281992,1258940,3690815,1958937,1195259,166405.0,231630,7.849390902672032,4.166142780580344,2.5420009187501593,7.782832594348614,4.049293403167837,2.4836850673000788
900,Kansas,2020,Unknown or Not Stated,-9,185,30,3305.95,2004,469824.0,4377709,339550,2250069,1788090,3982036,2132173,1229634,174522.0,286696,8.475590859555918,4.538237723062253,2.6172226195341235,8.626697911908055,4.579777287913894,2.6812639380917
901,Kansas,2020,8th grade or less,1,1024,29,3272.9,2004,469824.0,4377709,339550,2250069,1788090,3982036,2132173,1229634,174522.0,286696,8.475590859555918,4.538237723062253,2.6172226195341235,8.626697911908055,4.579777287913894,2.6812639380917
902,Kansas,2020,9th through 12th grade with no diploma,2,2725,25,3164.95,2010,471406.0,5454128,673692,2860999,1919437,5979429,2837948,1529158,219287.0,1182167,12.684244578982872,6.020177935792077,3.243823795199891,11.586902256036387,5.94643978843731,3.227046908539781
903,Kansas,2020,High school graduate or GED completed,3,8766,26,3225.1499999999996,2010,471406.0,5454128,673692,2860999,1919437,5979429,2837948,1529158,219287.0,1182167,12.684244578982872,6.020177935792077,3.243823795199891,11.586902256036387,5.94643978843731,3.227046908539781
904,Kansas,2020,"Some college credit, but not a degree",4,6591,28,3274.8999999999996,2008,467743.0,5378095,344198,3138799,1895098,5122049,2770019,1540862,213301.0,428160,10.950562595271334,5.922096108332995,3.29424919239839,10.891492511203879,5.60497609079986,3.093407180230941
905,Kansas,2020,"Associate degree (AA, AS)",5,3230,29,3325.95,2007,468974.0,5038100,346441,2889107,1802552,4823931,2602503,1418802,199749.0,427238,10.286137397808833,5.549354548439785,3.025331894731904,10.426526949958898,5.412829913888574,3.014273139318773
906,Kansas,2020,"Bachelor's degree (BA, AB, BS)",6,7821,31,3387.7,2005,468481.0,4223632,356865,2360120,1506647,4076597,2174402,1257432,183824.0,308365,8.701733901695052,4.641387804414693,2.684061893652037,9.126215863892845,4.900809997803122,2.7980533291421716
907,Kansas,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3112,32,3343.35,2004,469824.0,4377709,339550,2250069,1788090,3982036,2132173,1229634,174522.0,286696,8.475590859555918,4.538237723062253,2.6172226195341235,8.626697911908055,4.579777287913894,2.6812639380917
908,Kansas,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,922,33,3299.6000000000004,2003,470264.0,4068800,311152,2397661,1359987,3818740,2068389,1196089,167265.0,235653,8.120417467635201,4.398357093037102,2.543441556232244,8.16986552302683,4.292710026451809,2.58156545972765
909,Kansas,2021,Unknown or Not Stated,-9,205,29,3217.6499999999996,2006,467279.0,4648920,340728,2640757,1667435,4439000,2378494,1345794,191458.0,358866,9.499677922611545,5.09009392675468,2.8800652286963464,9.774551648337802,5.181141222066435,2.914218533751966
910,Kansas,2021,8th grade or less,1,1113,29,3269.3999999999996,2005,468481.0,4223632,356865,2360120,1506647,4076597,2174402,1257432,183824.0,308365,8.701733901695052,4.641387804414693,2.684061893652037,9.126215863892845,4.900809997803122,2.7980533291421716
911,Kansas,2021,9th through 12th grade with no diploma,2,2538,25,3174.5,2011,482692.0,5538869,612100,2945175,1981594,5662146,2839803,1530694,220493.0,851777,11.73034978827078,5.88326096144125,3.1711609059193027,11.833337011377264,6.027179491740833,3.2721997808165537
912,Kansas,2021,High school graduate or GED completed,3,8961,26,3217.0,2011,482692.0,5538869,612100,2945175,1981594,5662146,2839803,1530694,220493.0,851777,11.73034978827078,5.88326096144125,3.1711609059193027,11.833337011377264,6.027179491740833,3.2721997808165537
913,Kansas,2021,"Some college credit, but not a degree",4,6177,28,3288.9,2009,470445.0,5615208,378810,3291485,1944913,5827751,2883104,1578417,223951.0,958961,12.387741393786733,6.128461350423535,3.3551573510187165,11.30048759817507,5.805441636809469,3.17184347185426
914,Kansas,2021,"Associate degree (AA, AS)",5,3178,29,3306.15,2008,467743.0,5378095,344198,3138799,1895098,5122049,2770019,1540862,213301.0,428160,10.950562595271334,5.922096108332995,3.29424919239839,10.891492511203879,5.60497609079986,3.093407180230941
915,Kansas,2021,"Bachelor's degree (BA, AB, BS)",6,8368,31,3364.0,2006,467279.0,4648920,340728,2640757,1667435,4439000,2378494,1345794,191458.0,358866,9.499677922611545,5.09009392675468,2.8800652286963464,9.774551648337802,5.181141222066435,2.914218533751966
916,Kansas,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3171,32,3372.8,2005,468481.0,4223632,356865,2360120,1506647,4076597,2174402,1257432,183824.0,308365,8.701733901695052,4.641387804414693,2.684061893652037,9.126215863892845,4.900809997803122,2.7980533291421716
917,Kansas,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,994,33,3338.6499999999996,2004,469824.0,4377709,339550,2250069,1788090,3982036,2132173,1229634,174522.0,286696,8.475590859555918,4.538237723062253,2.6172226195341235,8.626697911908055,4.579777287913894,2.6812639380917
918,Kentucky,2016,Unknown or Not Stated,-9,273,28,3164.4,2002,654363.0,4621025,486226,2743882,1390917,4541670,2598897,1424273,277021.0,146218,6.940597191467122,3.971644179148271,2.1765793603855963,7.260926258074867,3.8962995475743805,2.1839040072460913
919,Kentucky,2016,8th grade or less,1,1882,28,3306.9,2001,643730.0,4536133,446180,2727410,1362543,4350588,2467964,1372283,254444.0,156395,6.758404921317944,3.8338495953272336,2.131767977257546,6.932670296589315,3.758173302915733,2.093360780755101
920,Kentucky,2016,9th through 12th grade with no diploma,2,5810,24,3120.95,2007,646360.0,6226696,677570,3557084,1992042,6351636,3184235,1877438,371495.0,755710,9.82677764713163,4.926410978402129,2.9046320935701466,9.442662298056929,4.778090077064824,2.8086988106309296
921,Kentucky,2016,High school graduate or GED completed,3,15424,25,3207.3,2007,646360.0,6226696,677570,3557084,1992042,6351636,3184235,1877438,371495.0,755710,9.82677764713163,4.926410978402129,2.9046320935701466,9.442662298056929,4.778090077064824,2.8086988106309296
922,Kentucky,2016,"Some college credit, but not a degree",4,13040,27,3243.7,2005,674502.0,5444309,646215,3121503,1676591,5750671,2864633,1660844,336579.0,741433,8.525802740392171,4.247034108127181,2.462326279240091,8.503433995487184,4.42716005573121,2.5560952587881545
923,Kentucky,2016,"Associate degree (AA, AS)",5,4964,29,3307.3999999999996,2003,660782.0,4872025,503734,2904331,1463960,4700494,2688476,1473773,282473.0,127011,7.113532148272804,4.068627777391031,2.2303467709471505,7.604831158863694,4.05533368923587,2.2944573376243804
924,Kentucky,2016,"Bachelor's degree (BA, AB, BS)",6,8549,30,3361.5,2002,654363.0,4621025,486226,2743882,1390917,4541670,2598897,1424273,277021.0,146218,6.940597191467122,3.971644179148271,2.1765793603855963,7.260926258074867,3.8962995475743805,2.1839040072460913
925,Kentucky,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4290,32,3368.0,2000,646467.0,4330089,426956,2612740,1290393,4510972,2345581,1284053,260400.0,515109,6.977884408639575,3.6283074000683717,1.9862622531389846,6.683660640754835,3.6517304933598056,2.009683520600324
926,Kentucky,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1217,33,3318.6,1999,653628.0,4188131,379440,2584984,1223707,4305678,2236724,1254812,245016.0,477275,6.587352439002001,3.4220137448212133,1.9197647591596443,6.522183082911206,3.510636787614577,1.9456104731482289
927,Kentucky,2017,Unknown or Not Stated,-9,248,28,3233.45,2003,660782.0,4872025,503734,2904331,1463960,4700494,2688476,1473773,282473.0,127011,7.113532148272804,4.068627777391031,2.2303467709471505,7.604831158863694,4.05533368923587,2.2944573376243804
928,Kentucky,2017,8th grade or less,1,1796,29,3279.1499999999996,2001,643730.0,4536133,446180,2727410,1362543,4350588,2467964,1372283,254444.0,156395,6.758404921317944,3.8338495953272336,2.131767977257546,6.932670296589315,3.758173302915733,2.093360780755101
